,LSAT,UGPA,ZFYA,race,sex,score,label
16912,28.5,2.6,-0.24,1,0,0.89662623,1.0
16913,30.5,3.2,1.71,1,0,0.99940586,1.0
16914,37.0,2.4,-0.51,1,0,0.76959836,1.0
16915,27.0,3.0,-0.94,1,1,0.852267,1.0
16916,27.0,2.6,0.47,1,0,0.9372622,1.0
16917,30.0,3.4,0.82,1,1,0.9415894,1.0
16918,27.0,3.1,-0.44,1,0,0.8846202,0.0
16919,30.0,3.8,-0.21,1,1,0.7426904,1.0
16920,27.0,2.6,-0.31,1,0,0.90438306,1.0
16921,37.0,2.7,0.4,1,0,0.96695864,1.0
16922,36.0,2.5,0.13,1,0,0.8604813,1.0
16923,33.0,2.7,-1.23,1,0,0.6528447,1.0
16924,32.0,2.5,-1.41,1,0,0.73198414,1.0
16925,28.0,3.2,-0.31,1,0,0.86956215,1.0
16926,33.0,2.8,-0.35,1,0,0.88110465,0.0
16927,36.0,2.6,-0.85,1,1,0.7334997,0.0
16928,32.0,3.9,0.94,1,0,0.9961935,1.0
16929,35.0,3.2,1.93,1,0,0.9981589,1.0
16930,29.0,2.8,-0.12,1,0,0.9563094,1.0
16931,29.5,2.7,1.21,1,0,0.99723935,1.0
16932,30.5,2.7,0.78,1,1,0.94435275,1.0
16933,30.0,3.2,-0.14,1,0,0.9186778,1.0
16934,42.0,3.8,-0.22,1,1,0.98940325,1.0
16936,46.0,2.9,1.26,1,0,0.99789244,1.0
16937,28.0,3.4,0.24,1,0,0.843255,1.0
16938,40.0,3.6,-0.65,1,0,0.9623006,1.0
16939,40.0,3.5,-0.83,1,1,0.89302754,1.0
16940,34.0,3.4,0.55,1,0,0.98820657,1.0
16942,39.0,4.0,1.72,1,0,0.9997837,1.0
16943,40.0,3.8,2.44,1,1,0.99984944,1.0
16944,35.0,3.5,-0.14,1,0,0.9735885,1.0
16945,27.0,3.9,-1.2,1,1,0.48957512,0.0
16946,37.0,3.0,0.26,1,0,0.991591,1.0
16947,37.0,3.1,-0.69,1,0,0.9136289,1.0
16948,42.0,3.4,0.7,1,0,0.99317706,1.0
16949,36.0,3.8,1.79,1,1,0.9999201,1.0
16950,35.0,3.4,-0.58,1,1,0.8043251,0.0
16952,38.0,3.3,0.91,1,1,0.9661216,1.0
16953,39.0,3.0,0.4,1,0,0.9375197,1.0
16954,37.0,3.1,-0.65,1,0,0.89312667,1.0
16955,35.0,3.4,1.97,1,0,0.9983633,1.0
16956,40.0,3.3,1.39,1,0,0.99888664,1.0
16957,40.0,3.4,1.32,1,1,0.9676778,1.0
16958,34.0,3.4,1.17,1,0,0.99682105,1.0
16960,43.0,2.8,0.73,1,1,0.9949935,1.0
16961,38.0,3.0,-0.03,1,1,0.8808397,1.0
16962,32.0,3.3,-1.16,1,1,0.55165327,0.0
16963,39.0,2.9,0.63,1,0,0.97169757,1.0
16964,38.0,2.9,0.04,1,0,0.8595389,1.0
16965,43.0,3.1,-0.21,1,1,0.91963875,0.0
16968,39.0,2.9,0.22,1,0,0.98802525,1.0
16969,38.5,3.2,1.72,1,0,0.999637,1.0
16970,34.0,3.9,0.48,1,1,0.9344279,1.0
16971,38.0,3.1,-0.07,1,1,0.95052344,1.0
16972,36.0,3.5,0.22,1,0,0.9726662,1.0
16973,39.0,3.1,1.03,1,0,0.9974625,1.0
16974,34.0,3.6,0.22,1,0,0.9690026,1.0
16976,40.0,4.0,0.66,1,1,0.9965527,1.0
16977,36.5,3.0,-0.72,1,1,0.74005246,0.0
16978,34.0,2.5,-0.61,0,0,0.81522346,1.0
16979,34.0,3.6,0.01,1,0,0.9710665,1.0
16980,36.0,3.1,0.95,1,1,0.94513565,1.0
16981,37.0,3.2,0.08,1,0,0.9631154,1.0
16982,34.0,3.5,1.14,1,0,0.9993876,1.0
16983,36.0,3.2,0.44,1,0,0.980346,1.0
16984,35.0,3.3,0.22,1,1,0.9819712,1.0
16985,35.0,3.4,0.4,1,1,0.93479156,1.0
16986,45.0,3.0,0.22,1,1,0.99493426,1.0
16987,37.0,3.1,-0.8,1,1,0.92680913,1.0
16988,40.0,3.9,1.28,1,1,0.99854004,1.0
16989,36.0,3.6,-0.61,1,0,0.9127409,1.0
16990,39.0,3.1,0.08,1,0,0.96553457,1.0
16992,37.0,3.2,-1.12,1,1,0.7993697,1.0
16993,42.0,3.0,-0.69,1,0,0.9038793,1.0
16994,34.0,3.5,1.14,1,0,0.9993876,1.0
16995,34.0,3.3,0.3,1,1,0.9659257,1.0
16996,38.0,3.2,-0.54,1,1,0.9608111,1.0
16997,36.0,3.2,-1.23,1,0,0.8005483,1.0
16998,36.0,3.2,0.37,1,0,0.98488164,1.0
16999,40.0,3.1,0.19,1,0,0.979251,1.0
17000,41.0,3.7,0.88,1,0,0.99865144,1.0
17001,41.0,3.6,2.19,1,0,0.99907184,1.0
17002,37.0,3.4,0.08,1,1,0.96037173,1.0
17003,34.0,3.8,0.44,1,1,0.96878976,1.0
17004,35.0,3.4,2.08,1,0,0.9947411,1.0
17005,42.0,3.2,-0.83,1,1,0.8910186,1.0
17006,38.0,3.0,-0.25,1,0,0.93186253,1.0
17007,33.0,3.0,0.59,1,0,0.9439518,1.0
17008,32.0,3.2,-1.16,1,0,0.6535686,1.0
17009,35.0,3.5,-0.9,1,1,0.86651397,1.0
17010,38.0,3.3,-0.43,1,1,0.96728253,1.0
17011,41.0,2.8,-1.12,1,0,0.8393734,1.0
17012,36.0,4.0,0.88,1,1,0.99867564,1.0
17014,37.5,3.3,-0.9,1,0,0.54656374,0.0
17015,32.0,3.2,-0.66,1,1,0.73243815,1.0
17016,32.0,2.9,-0.41,1,1,0.5674418,0.0
17017,35.0,2.8,1.57,1,1,0.85250854,0.0
17018,31.0,3.2,-1.04,1,0,0.6721431,1.0
17019,37.0,3.7,2.53,1,1,0.9999068,1.0
17021,30.5,3.2,-1.72,1,0,0.31447917,0.0
17022,31.0,3.3,-0.71,1,0,0.8185576,0.0
17024,28.5,3.3,-0.25,1,1,0.7493613,0.0
17026,28.0,3.2,0.0,1,0,0.82930785,1.0
17027,29.5,3.1,0.66,1,0,0.96253127,1.0
17028,28.0,3.2,0.1,1,0,0.83921933,1.0
17029,35.0,3.6,0.2,1,1,0.96688855,1.0
17030,48.0,2.9,0.15,1,1,0.98886186,1.0
17031,33.0,2.9,1.27,1,0,0.9930999,1.0
17032,37.0,2.8,-0.71,1,0,0.77891165,0.0
17033,30.0,3.2,-0.71,1,0,0.81495106,0.0
17034,39.0,3.3,0.91,1,0,0.98966557,1.0
17035,31.0,3.2,-0.1,1,0,0.87145895,0.0
17036,33.0,2.9,-0.96,1,0,0.72816575,1.0
17037,31.5,3.2,0.05,1,0,0.9469465,1.0
17038,40.0,3.1,0.84,1,0,0.9870663,1.0
17039,43.0,3.2,-0.84,1,0,0.73229194,0.0
17040,35.0,2.8,-0.81,1,1,0.7420354,1.0
17041,32.5,3.2,0.4,1,1,0.93899316,1.0
17042,34.0,3.5,0.18,1,0,0.9380898,1.0
17043,32.5,3.0,-0.56,1,0,0.7170589,1.0
17044,27.5,3.1,-0.79,1,1,0.82163,1.0
17045,34.0,3.0,-1.27,1,1,0.6788144,0.0
17046,34.0,2.9,-0.2,1,0,0.8913118,1.0
17047,28.5,3.4,-0.36,1,0,0.9108933,1.0
17048,42.0,2.7,0.51,1,0,0.99240375,1.0
17049,40.0,3.1,1.22,1,1,0.9909882,1.0
17050,33.0,3.4,-0.05,1,1,0.92608553,1.0
17051,34.0,3.0,0.15,1,0,0.9416223,1.0
17052,31.0,3.5,-0.41,1,1,0.8872611,1.0
17053,36.0,3.0,-0.96,1,1,0.8061217,1.0
17054,31.0,3.4,0.96,1,1,0.9780636,1.0
17055,27.0,3.7,-0.96,1,0,0.80362946,1.0
17056,33.0,3.4,0.76,1,0,0.97338957,1.0
17057,37.0,3.3,0.23,1,1,0.9919751,1.0
17058,30.0,3.9,-1.32,1,1,0.8919484,1.0
17059,38.0,2.9,0.76,1,0,0.8977201,1.0
17060,30.0,3.4,0.58,1,0,0.9133281,1.0
17062,34.0,3.3,0.0,1,0,0.9410219,0.0
17063,31.0,3.0,0.33,1,0,0.9705165,1.0
17064,33.0,3.0,1.27,1,1,0.98714775,1.0
17065,32.0,3.4,1.6,1,1,0.99950457,1.0
17066,37.0,3.6,0.61,1,0,0.991687,1.0
17067,29.0,3.1,-1.19,0,1,0.687969,1.0
17069,29.0,3.5,0.0,1,1,0.9393556,1.0
17070,29.5,2.9,-0.51,1,1,0.8637044,1.0
17071,29.0,3.4,0.02,1,1,0.94196963,1.0
17072,30.5,3.1,-0.18,1,0,0.9196583,1.0
17073,34.0,3.2,0.33,1,1,0.96034884,1.0
17074,32.0,3.3,-0.71,1,1,0.7034833,0.0
17075,34.0,3.5,0.05,1,0,0.94596726,1.0
17076,35.0,3.3,0.91,1,0,0.97383153,1.0
17077,34.0,2.9,-1.29,1,1,0.6453706,1.0
17078,41.0,3.2,0.46,1,0,0.9827916,1.0
17079,32.0,3.1,0.02,1,0,0.8459923,1.0
17080,38.0,3.6,0.08,1,0,0.9832803,1.0
17081,37.0,3.7,-0.25,1,0,0.9311653,1.0
17082,43.0,2.7,1.92,1,0,0.99919933,1.0
17083,41.0,3.4,0.08,1,0,0.9720301,1.0
17084,37.0,3.8,2.61,1,0,0.9999615,1.0
17085,40.0,3.4,0.48,1,0,0.9889488,1.0
17086,41.0,3.2,-0.29,1,1,0.9582287,1.0
17087,35.0,3.5,-1.41,1,1,0.46013278,0.0
17088,34.0,3.4,-0.74,1,1,0.81174064,1.0
17089,35.0,3.8,0.5,1,0,0.965447,1.0
17090,36.0,3.9,1.0,1,0,0.9953667,1.0
17092,40.0,3.2,-0.77,1,1,0.9170767,1.0
17093,41.0,3.1,0.0,1,0,0.97001004,1.0
17094,43.0,3.5,0.66,1,0,0.99713707,1.0
17095,43.0,3.8,0.36,1,0,0.9907827,1.0
17097,26.0,2.3,-0.99,1,1,0.22496432,0.0
17099,35.5,3.3,-0.44,1,0,0.82655454,1.0
17104,41.0,3.9,2.1,1,0,0.99946076,1.0
17105,38.0,3.0,-1.25,1,1,0.75707656,1.0
17106,44.0,3.6,1.57,1,0,0.9949662,1.0
17107,34.0,3.4,-0.64,1,1,0.8584142,1.0
17108,42.0,3.6,-1.41,1,0,0.9526962,1.0
17111,35.5,3.0,-0.77,1,1,0.87832993,1.0
17112,41.0,3.4,0.59,1,0,0.9847895,1.0
17113,44.0,3.8,1.13,1,1,0.9980521,1.0
17114,40.0,2.9,0.65,1,1,0.9786316,1.0
17115,41.0,3.5,0.9,1,0,0.9969687,1.0
17116,40.0,3.8,0.75,1,1,0.9969103,1.0
17117,35.0,3.8,0.27,1,0,0.9731567,1.0
17118,42.0,3.3,0.81,1,0,0.99516946,1.0
17119,30.5,2.2,-1.97,1,1,0.32578823,0.0
17120,33.0,3.9,0.2,1,0,0.73313063,0.0
17121,37.0,4.0,1.24,1,1,0.9987565,1.0
17122,45.0,3.7,1.42,1,0,0.999361,1.0
17123,35.0,2.8,-0.33,1,1,0.80471927,1.0
17124,45.0,3.5,0.33,1,0,0.97387874,1.0
17126,39.0,3.6,1.84,1,0,0.9997485,1.0
17127,46.0,3.8,0.07,1,0,0.98349077,1.0
17129,42.0,3.6,1.78,1,0,0.9989471,1.0
17131,36.0,3.5,-0.12,1,1,0.9590578,1.0
17134,36.0,3.9,1.71,1,0,0.999803,1.0
17135,37.0,3.8,-0.48,1,1,0.9838901,1.0
17136,38.0,3.3,-0.36,1,0,0.965938,1.0
17137,44.0,3.2,0.24,1,0,0.97721785,1.0
17138,41.0,2.7,-1.19,1,1,0.4791268,0.0
17139,46.0,2.9,0.74,1,0,0.99747485,1.0
17140,39.0,3.4,-0.84,1,0,0.91730607,1.0
17141,36.0,3.9,-0.32,1,1,0.8796692,0.0
17142,42.0,3.7,1.2,1,0,0.99509084,1.0
17143,33.0,3.8,-0.31,1,0,0.8851325,1.0
17145,42.0,3.5,0.81,1,0,0.9969891,1.0
17146,36.0,3.7,0.23,1,1,0.98000515,1.0
17148,39.0,3.9,0.22,1,0,0.9893329,1.0
17149,42.0,3.1,0.62,1,0,0.9869316,0.0
17150,45.0,3.4,1.4,1,0,0.99688953,1.0
17151,35.0,3.6,0.17,1,0,0.94244313,1.0
17152,42.0,3.5,0.16,1,0,0.97497106,1.0
17154,41.0,3.5,-0.17,1,0,0.9662939,1.0
17156,38.0,3.6,0.06,1,1,0.99113137,1.0
17157,42.0,3.5,1.14,1,0,0.995628,1.0
17158,41.0,3.4,-0.38,1,1,0.9315946,0.0
17159,40.0,3.4,0.13,1,0,0.96184677,1.0
17160,37.0,3.6,0.32,1,1,0.99171704,1.0
17161,26.5,2.5,-1.15,1,1,0.6289779,1.0
17162,47.0,3.9,1.36,1,0,0.9996443,1.0
17163,39.0,3.6,0.26,1,0,0.97141063,1.0
17164,43.0,3.4,0.94,1,0,0.99731976,1.0
17165,38.0,3.7,1.32,1,0,0.9988902,1.0
17166,42.0,3.4,1.73,1,0,0.9982407,1.0
17167,38.0,4.0,1.2,1,1,0.99685186,1.0
17168,32.0,3.6,0.78,1,0,0.9861174,1.0
17169,38.0,3.5,-1.51,1,1,0.43350586,0.0
17170,43.0,3.3,1.73,1,0,0.999571,1.0
17171,43.0,3.9,1.5,1,0,0.99830073,1.0
17172,44.0,3.3,-1.26,1,1,0.81144154,1.0
17173,36.0,3.4,-0.47,1,0,0.90424895,1.0
17174,39.0,3.8,0.14,1,0,0.93548656,0.0
17175,36.0,3.7,0.23,1,1,0.98000515,1.0
17176,39.0,3.6,0.34,1,0,0.9881543,1.0
17177,35.0,3.8,0.71,1,0,0.94783187,1.0
17178,42.0,3.4,0.29,1,0,0.9707092,1.0
17179,34.0,3.8,-0.87,1,0,0.8078234,1.0
17180,41.0,3.6,-0.17,1,0,0.9763293,1.0
17182,37.0,3.7,0.56,1,0,0.9928532,1.0
17183,43.0,3.5,0.42,1,0,0.99736434,1.0
17184,41.0,3.4,-0.39,1,1,0.9315946,0.0
17185,29.0,3.6,-1.07,1,1,0.6820432,1.0
17186,44.0,3.2,0.07,1,0,0.96390224,1.0
17187,40.0,3.8,1.75,1,0,0.99984336,1.0
17188,42.0,3.7,0.71,1,0,0.9938474,1.0
17189,40.0,3.4,-0.52,1,0,0.95564014,1.0
17190,41.0,3.9,1.05,1,1,0.99813443,1.0
17191,42.0,3.3,0.62,1,0,0.9941474,1.0
17192,32.0,3.3,-0.97,1,1,0.66094136,1.0
17193,38.0,2.9,-0.68,1,1,0.8692089,1.0
17195,41.0,3.7,-0.02,1,1,0.994728,1.0
17196,37.0,3.5,-0.6,1,1,0.9131415,1.0
17197,37.0,3.0,1.26,1,1,0.9954236,1.0
17198,34.0,3.1,-0.45,0,1,0.7932781,1.0
17199,31.5,3.6,0.5,1,0,0.9575917,1.0
17200,43.0,2.6,0.91,1,0,0.99367416,1.0
17201,36.0,3.1,1.89,1,0,0.99932754,1.0
17202,34.0,3.6,-0.13,1,0,0.9727056,1.0
17203,38.0,3.3,0.57,1,0,0.95024556,1.0
17204,38.0,2.8,0.67,1,0,0.9883129,1.0
17205,38.0,3.0,-0.22,1,1,0.93543667,1.0
17206,36.0,3.0,0.7,1,0,0.9846118,1.0
17207,39.0,2.6,-0.52,1,0,0.831646,1.0
17208,39.0,2.7,0.07,1,0,0.92440414,1.0
17209,34.0,2.4,-1.36,1,0,0.83192694,1.0
17210,39.0,3.4,1.31,1,0,0.9802863,1.0
17211,42.0,3.0,0.38,1,0,0.97755253,1.0
17212,24.7,2.3,-1.56,0,0,0.36521274,1.0
17213,35.5,2.6,0.76,1,0,0.76835006,1.0
17214,36.0,3.2,-1.21,1,0,0.8743577,1.0
17215,33.5,3.2,1.12,1,0,0.99560815,1.0
17216,35.0,3.4,-0.52,1,1,0.860533,1.0
17217,34.5,3.1,0.2,1,1,0.96006376,1.0
17218,28.5,3.1,-0.6,1,1,0.8595197,1.0
17219,31.0,2.7,-1.04,1,0,0.5421607,0.0
17220,23.5,3.1,-1.08,0,1,0.5003795,1.0
17222,28.0,3.7,-0.5,1,1,0.8377282,1.0
17223,33.0,2.3,-0.18,0,1,0.68569064,1.0
17224,33.0,3.2,-0.24,1,1,0.8126045,1.0
17225,39.0,3.2,0.01,1,0,0.9365113,1.0
17226,34.0,3.4,-0.13,1,1,0.94292325,1.0
17228,36.0,3.0,0.56,1,1,0.9714096,1.0
17229,30.5,3.1,-0.64,1,1,0.7214667,1.0
17230,42.0,2.8,-0.5,1,1,0.7421741,1.0
17231,35.0,3.5,0.64,1,0,0.98879296,1.0
17232,40.0,2.5,-0.14,1,0,0.95591444,1.0
17234,33.0,2.5,-1.4,1,0,0.78926903,1.0
17235,43.0,3.8,1.51,1,1,0.9971179,1.0
17236,31.5,3.5,0.02,1,0,0.95938396,1.0
17237,40.0,2.6,1.46,1,1,0.9986523,1.0
17238,36.0,2.7,0.92,1,0,0.9480572,1.0
17239,40.0,3.8,2.47,1,0,0.9999064,1.0
17240,39.0,2.9,0.71,1,0,0.984632,1.0
17241,27.0,2.4,-0.96,1,0,0.6038078,1.0
17242,27.0,2.8,-0.55,0,1,0.6409142,1.0
17243,37.0,2.9,-0.87,1,1,0.8366228,1.0
17244,31.7,2.3,-0.6,1,0,0.7456225,1.0
17245,41.0,2.3,0.93,1,0,0.9959604,1.0
17246,41.0,2.5,0.12,1,0,0.8667301,1.0
17247,44.0,2.1,2.11,1,0,0.9922126,1.0
17248,34.5,2.7,0.22,1,0,0.969087,1.0
17249,35.0,3.2,1.36,1,0,0.9924843,1.0
17250,32.0,3.1,0.07,1,1,0.85482377,1.0
17252,46.0,3.3,1.37,1,0,0.9988105,1.0
17253,40.0,3.3,0.98,1,1,0.9861233,1.0
17254,44.0,3.0,2.61,1,0,0.9950714,1.0
17255,41.5,3.0,-0.62,1,0,0.9043088,1.0
17257,42.0,2.9,-0.58,1,0,0.9333589,1.0
17258,40.0,3.6,0.55,1,1,0.98909676,1.0
17259,39.5,3.5,0.2,1,0,0.9858743,1.0
17260,40.0,3.4,0.42,1,1,0.9925795,1.0
17261,43.0,3.1,0.49,1,0,0.99590427,1.0
17262,42.0,3.0,0.09,1,0,0.9753949,1.0
17263,45.0,3.1,0.12,1,1,0.967067,1.0
17264,39.0,3.3,0.42,1,0,0.9923827,1.0
17265,47.0,2.5,-0.69,1,0,0.9410592,1.0
17266,41.0,3.8,1.27,1,1,0.9988142,1.0
17267,43.0,3.4,-0.38,1,1,0.9567736,1.0
17268,44.0,2.6,0.63,1,0,0.9889053,1.0
17269,41.0,3.0,0.22,1,1,0.98792666,1.0
17270,43.0,3.7,1.26,1,1,0.9991079,1.0
17271,48.0,3.2,0.76,1,0,0.99873704,1.0
17272,44.0,2.7,-0.75,1,0,0.862954,1.0
17273,43.0,3.7,0.76,1,1,0.995609,1.0
17274,41.0,3.4,-0.1,1,1,0.98541903,1.0
17275,44.0,3.0,1.48,1,1,0.9983058,1.0
17276,44.0,3.1,-0.27,1,0,0.975247,1.0
17277,43.0,3.4,-0.34,1,0,0.97855407,1.0
17278,45.0,2.8,0.22,1,0,0.991527,1.0
17279,43.0,3.2,0.95,1,1,0.99322987,1.0
17280,41.0,3.8,0.46,1,0,0.9877913,1.0
17281,40.0,2.8,1.45,1,0,0.99825937,1.0
17282,40.0,3.6,1.24,1,1,0.9987686,1.0
17284,45.0,2.7,0.46,1,1,0.99147356,1.0
17285,41.0,3.3,-0.47,1,1,0.96141386,0.0
17286,41.0,3.3,0.22,1,0,0.99341416,1.0
17287,38.5,3.6,0.25,1,0,0.976036,1.0
17288,42.0,3.3,0.71,1,1,0.9956533,1.0
17289,36.0,3.0,0.57,1,1,0.9648846,1.0
17290,41.0,3.8,1.67,1,0,0.999866,1.0
17291,44.0,3.2,0.84,1,0,0.9948388,1.0
17292,44.0,3.4,-0.5,1,1,0.96614724,1.0
17293,41.0,3.7,0.13,1,0,0.9769618,1.0
17294,40.0,3.4,0.14,1,0,0.95869523,1.0
17295,40.0,3.5,0.86,1,1,0.9957705,1.0
17296,43.0,2.9,0.62,1,0,0.99504155,1.0
17297,44.0,3.1,0.35,1,0,0.9767495,1.0
17299,43.0,3.2,-0.45,1,1,0.9428855,1.0
17300,39.5,3.2,0.5,1,1,0.97931105,1.0
17301,37.0,2.9,0.49,1,1,0.9520366,1.0
17302,41.0,3.1,-0.19,1,0,0.95456487,1.0
17303,42.0,2.9,-1.33,1,1,0.59194607,0.0
17304,41.0,3.3,0.89,1,0,0.9914675,1.0
17305,40.0,3.4,1.68,1,1,0.99957746,1.0
17306,42.0,3.7,0.85,1,0,0.99811965,1.0
17307,43.0,3.2,0.01,1,0,0.9512545,1.0
17308,42.0,2.9,0.26,1,0,0.9870881,1.0
17309,40.0,3.5,-0.61,1,1,0.945359,1.0
17310,45.0,3.4,0.94,1,0,0.9971942,1.0
17311,45.0,3.5,2.22,1,0,0.99138874,1.0
17312,28.0,2.8,-1.63,0,0,0.40804067,0.0
17313,41.5,2.9,-0.37,1,0,0.95783293,1.0
17314,42.0,3.5,0.65,1,1,0.99820185,1.0
17315,45.0,3.4,1.68,1,1,0.9986533,1.0
17316,47.0,3.3,1.43,1,1,0.99985623,1.0
17317,41.0,3.8,0.47,1,1,0.993487,1.0
17318,41.0,3.4,0.25,1,1,0.98887235,1.0
17319,42.0,3.6,0.7,1,0,0.993356,1.0
17320,42.0,3.4,1.39,1,1,0.99670273,1.0
17321,42.0,3.2,-0.73,1,0,0.8383153,1.0
17322,39.0,3.0,0.37,1,0,0.9800956,1.0
17323,40.0,3.3,-0.37,1,0,0.94827175,1.0
17324,47.0,3.7,2.23,1,1,0.99884593,1.0
17325,41.0,3.3,1.48,1,1,0.99908614,1.0
17326,35.0,3.2,0.67,1,1,0.9885811,1.0
17327,40.0,2.2,0.04,1,0,0.89304066,1.0
17328,34.0,2.8,0.91,1,0,0.9638732,1.0
17329,32.0,2.9,1.3,1,0,0.9814973,1.0
17330,37.0,2.6,0.15,1,0,0.8848304,1.0
17331,34.0,2.8,-1.16,1,1,0.56950086,0.0
17332,31.0,3.4,-0.21,1,1,0.862009,1.0
17333,35.0,2.2,-0.26,1,0,0.83781606,1.0
17334,30.5,3.4,-0.44,1,0,0.9388369,1.0
17335,33.0,2.4,-0.14,1,0,0.8510122,1.0
17336,26.0,3.3,-0.66,1,0,0.73406476,0.0
17337,40.0,1.9,1.05,1,0,0.9977634,1.0
17339,34.0,2.4,1.41,1,0,0.9913155,1.0
17340,33.0,2.6,0.1,1,0,0.93858665,1.0
17341,29.0,3.4,1.21,1,1,0.99852425,1.0
17342,36.0,2.2,0.15,1,0,0.8548317,1.0
17343,32.0,2.4,-0.8,1,0,0.6295788,0.0
17344,19.0,3.0,-1.82,1,0,0.058988173,0.0
17345,31.0,2.9,0.22,1,0,0.9770601,1.0
17346,32.0,3.1,0.51,1,0,0.8991627,1.0
17347,33.0,3.0,0.24,1,1,0.94129103,1.0
17348,32.0,2.8,1.21,1,0,0.9933589,1.0
17349,31.0,2.5,-0.53,1,0,0.56682503,1.0
17350,33.0,2.1,-0.12,1,0,0.8151599,1.0
17351,38.0,3.9,0.99,1,0,0.99764365,1.0
17352,41.0,3.3,1.77,1,0,0.9993413,1.0
17353,36.0,2.9,-0.17,1,1,0.8696854,1.0
17354,37.0,3.8,0.94,1,1,0.99923503,1.0
17355,32.0,3.3,-0.12,1,0,0.9182705,1.0
17356,34.0,2.8,-0.35,1,1,0.869159,1.0
17357,30.0,2.9,0.04,1,0,0.83796585,1.0
17358,34.0,3.8,0.91,1,1,0.9988424,1.0
17359,28.0,2.8,0.67,1,1,0.82112926,1.0
17360,31.0,2.9,0.67,1,1,0.97227997,1.0
17361,32.0,3.3,-0.39,1,1,0.8189924,0.0
17362,29.0,3.6,-0.89,1,0,0.6880346,1.0
17364,40.0,3.8,1.3,1,1,0.99903154,1.0
17365,37.0,2.7,0.13,1,0,0.8615182,1.0
17367,43.0,4.0,1.89,1,0,0.99964416,1.0
17368,28.5,2.9,-0.03,1,0,0.92778635,1.0
17369,33.0,2.6,0.99,1,0,0.9447985,1.0
17370,29.3,2.9,1.3,1,0,0.9945381,1.0
17371,34.0,2.5,-0.46,1,1,0.70317113,1.0
17372,28.5,3.3,-0.74,1,1,0.70046026,1.0
17373,30.0,3.2,-0.62,1,0,0.9041804,1.0
17374,26.0,3.9,0.31,1,1,0.88991845,1.0
17375,32.0,3.1,0.01,1,0,0.8459923,1.0
17376,31.0,2.7,-0.22,1,0,0.79373115,0.0
17377,32.0,3.7,-0.14,1,1,0.97071517,1.0
17378,29.0,3.1,-0.4,1,1,0.83965707,1.0
17379,43.0,2.1,-0.89,1,0,0.93237215,1.0
17380,26.5,3.1,1.03,1,0,0.9515458,1.0
17381,40.0,3.5,1.03,1,1,0.9984877,1.0
17382,31.5,2.7,0.13,1,0,0.9327691,1.0
17383,39.0,3.2,0.94,1,0,0.99098915,1.0
17384,29.0,3.3,-0.44,1,0,0.853334,1.0
17385,40.0,3.3,0.33,1,0,0.9754919,1.0
17386,33.0,2.3,0.28,1,0,0.90142417,1.0
17387,32.0,2.7,0.19,1,0,0.7679492,1.0
17388,39.0,3.2,-1.41,1,0,0.7331984,0.0
17389,36.0,3.0,-1.49,1,0,0.6335392,1.0
17390,38.0,3.1,-0.21,1,1,0.9490621,1.0
17391,38.0,3.3,-0.54,1,0,0.9578325,1.0
17392,35.0,3.8,-0.65,1,0,0.8873998,1.0
17393,36.0,3.2,-1.05,1,0,0.91342956,1.0
17394,37.0,3.4,0.37,1,1,0.9830337,1.0
17395,35.0,3.6,0.01,1,1,0.97555417,1.0
17396,35.0,3.4,-0.14,1,0,0.9747667,1.0
17397,36.0,3.4,1.5,1,1,0.9974806,1.0
17398,34.5,3.6,-0.03,1,1,0.9884714,1.0
17399,31.0,3.6,-0.21,1,1,0.93203574,1.0
17401,35.0,3.1,-1.05,1,1,0.7681689,1.0
17402,34.0,3.3,0.55,1,0,0.99053067,1.0
17403,34.0,3.8,0.26,1,0,0.9557275,1.0
17404,34.0,2.4,-1.78,0,1,0.66781265,1.0
17405,42.0,2.6,0.44,1,0,0.99341464,1.0
17406,30.0,3.2,-1.38,1,1,0.46633068,0.0
17407,37.0,3.4,-0.11,1,0,0.97017425,1.0
17408,28.0,3.3,0.01,1,0,0.84303534,0.0
17409,40.0,3.6,1.1,1,0,0.9982652,1.0
17410,36.0,3.4,-0.03,1,0,0.98080486,1.0
17411,31.5,3.8,0.66,1,1,0.79948133,1.0
17412,40.0,3.9,1.79,1,0,0.9998216,1.0
17413,39.0,3.1,0.19,1,0,0.97472984,1.0
17414,37.0,3.2,0.04,1,0,0.93202573,1.0
17415,46.0,4.0,1.93,1,0,0.99897766,1.0
17416,38.0,3.1,-0.25,1,0,0.95609766,1.0
17417,38.0,3.0,1.53,1,0,0.93373054,0.0
17419,41.0,3.5,0.12,1,1,0.964376,1.0
17420,35.5,3.6,-1.52,1,1,0.85351455,1.0
17421,35.0,3.1,-0.03,1,0,0.93952876,1.0
17422,31.0,3.7,0.48,1,0,0.92973804,1.0
17423,31.0,3.6,-0.8,1,1,0.5923093,1.0
17425,37.0,3.1,-0.72,1,1,0.8724504,1.0
17427,40.0,2.9,-0.18,1,1,0.9577788,1.0
17428,40.0,2.7,0.22,1,0,0.9896499,1.0
17429,44.0,2.6,0.84,1,0,0.9857749,1.0
17430,31.0,3.8,-0.65,1,1,0.74596876,1.0
17431,42.0,3.8,0.84,1,1,0.9992449,1.0
17432,35.0,3.4,0.91,1,0,0.95868534,1.0
17433,31.0,3.5,-0.29,1,1,0.8248539,0.0
17434,42.0,3.1,-0.18,1,0,0.94563234,1.0
17435,42.0,3.1,1.28,1,0,0.990853,1.0
